OTTMUST00000041179.1;pct;7;6;18;11;19;4;15;10;27;22;17;6;1;3;9;2;3;1;5;2;7;2;5;8;2;5;0;2;2;1;153;1404;1451;1251;0.754523522316043;1658
OTTMUST00000151833.1;pct;4;24;10;24;7;18;71;37;40;48;56;2;7;2;4;0;9;0;2;2;2;2;3;1;5;3;2;5;5;6;211;1306;1129;1095;0.349616858237548;3132
OTTMUST00000012738.1;pct;6;7;17;4;15;7;16;15;27;67;34;1;5;7;8;2;6;3;1;7;4;2;9;7;4;3;3;3;1;3;470;1649;1178;1179;0.395903290799194;2978
OTTMUST00000081642.1;pct;9;11;23;8;16;10;44;34;39;73;67;9;9;7;6;1;4;6;8;4;1;2;6;6;9;4;7;7;5;6;8;2891;3083;2883;0.690538922155689;4175
OTTMUST00000088824.1;pct;6;30;12;22;13;19;62;30;50;53;48;3;4;5;4;0;13;1;1;1;3;0;2;5;7;2;2;1;2;8;74;911;1037;837;0.299356223175966;2796
OTTMUST00000096939.3;pct;0;2;2;0;1;2;1;6;2;5;4;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;2;155;203;153;0.525773195876289;291
OTTMUST00000153222.1;pct;8;16;11;9;9;19;19;21;35;30;16;4;2;1;6;4;2;0;4;1;2;2;0;0;5;2;2;4;1;2;236;1238;1166;1002;0.478053435114504;2096
OTTMUST00000146087.1;pct;18;23;18;9;23;11;19;13;34;45;34;9;1;8;9;3;4;1;8;8;7;9;9;5;5;6;7;9;2;5;1;1015;1064;1014;0.383945475198788;2641
OTTMUST00000126272.4;pct;12;3;10;1;11;5;9;14;13;29;23;4;5;1;2;1;1;1;4;3;2;1;5;1;2;1;2;5;0;1;230;1442;1353.5;1212;0.595284872298625;2036
OTTMUST00000041188.2;pct;20;7;27;18;21;4;31;22;17;51;38;13;7;9;3;5;1;2;11;3;3;10;12;5;3;2;4;6;3;1;157;2896;2939;2739;0.706291903042806;3878
OTTMUST00000056481.1;pct;1;7;13;11;9;5;19;15;16;31;21;6;4;4;2;2;3;1;4;4;4;3;0;1;4;2;3;2;4;3;131;1655;1724;1524;0.83920704845815;1816
OTTMUST00000094727.1;pct;23;42;36;47;32;41;84;65;74;88;77;8;15;16;14;7;17;5;11;13;5;8;5;11;15;11;8;12;7;12;495;1575;1179.5;1080;0.191319751992914;5645
OTTMUST00000061918.3;pct;2;2;9;1;7;6;10;14;10;25;19;3;9;2;7;0;2;1;8;3;2;3;4;2;1;2;0;2;0;1;109;1366;1457;1257;0.810967741935484;1550
OTTMUST00000084368.2;pct;5;2;9;9;8;1;11;13;15;13;18;2;6;1;5;0;2;1;4;1;2;1;2;2;0;0;1;3;3;2;354;1059;692;705;0.665094339622642;1060
OTTMUST00000155224.1;pct;0;21;10;15;7;14;49;30;33;31;34;2;2;4;1;1;5;1;1;4;0;2;5;2;8;4;2;0;0;8;45;1041;1176;996;0.453551912568306;2196
OTTMUST00000146990.1;pct;7;0;6;1;7;1;3;4;4;8;11;2;1;1;1;1;0;0;4;1;2;3;2;1;0;1;1;3;1;0;181;694;585;513;0.736011477761836;697
OTTMUST00000050047.1;pct;5;24;12;34;12;18;73;58;51;52;50;3;14;0;4;3;15;1;4;3;6;0;3;1;8;3;2;1;5;9;2;1934;1982;1932;0.514651038891849;3754
OTTMUST00000082096.1;pct;9;5;16;1;11;6;9;22;28;34;35;4;10;5;4;0;4;1;3;7;7;6;5;3;1;4;2;4;1;1;1;1963;2012;1962;0.715014577259475;2744
OTTMUST00000155242.1;pct;0;30;1;9;3;22;53;24;41;21;24;1;4;1;0;0;3;0;1;2;1;1;1;0;4;1;1;1;1;3;240;1173;1088.5;933;0.457352941176471;2040
OTTMUST00000097756.1;pct;1;0;3;4;5;1;3;10;7;15;12;1;4;2;2;0;0;0;2;2;2;2;1;3;0;0;0;2;1;0;80;485;572;405;0.539280958721704;751
OTTMUST00000022024.2;pct;1;0;2;0;0;1;0;5;5;8;6;2;4;3;0;0;0;1;1;2;2;0;1;2;1;0;1;0;0;1;40;361;471;321;0.886740331491713;362
OTTMUST00000149751.1;pct;0;8;3;6;6;5;18;14;15;13;20;0;3;3;1;2;0;0;0;1;0;0;1;0;3;0;1;1;0;0;480;969;513.5;489;0.390575079872204;1252
OTTMUST00000130227.1;pct;2;13;19;10;4;14;49;32;53;35;42;1;9;5;1;2;9;2;2;2;4;0;2;2;7;4;1;0;1;8;101;2366;2465;2265;0.885111371629543;2559
OTTMUST00000013358.2;pct;20;6;49;24;62;16;46;59;53;118;94;27;18;13;22;7;6;3;19;12;4;21;16;5;5;6;13;16;13;7;15;6183;6368;6168;0.849352795373175;7262
OTTMUST00000015341.2;pct;6;13;11;12;6;11;15;24;34;45;49;5;11;4;4;0;10;3;8;8;5;6;0;0;5;0;2;5;1;7;258;2130;2050.5;1872;0.675324675324675;2772
OTTMUST00000097259.1;pct;7;49;17;30;21;24;72;55;66;68;72;9;18;12;8;3;16;0;4;6;2;7;4;3;10;3;4;2;2;15;366;1872;1625;1506;0.345968297725706;4353
OTTMUST00000149330.1;pct;1;6;5;9;5;7;14;6;16;12;15;3;0;2;1;1;2;0;2;1;0;0;0;1;1;2;1;2;2;1;113;890;977;777;0.747115384615385;1040
OTTMUST00000057328.3;pct;3;1;3;0;1;3;2;3;5;10;7;0;2;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;3;2;332;380;330;0.751708428246014;439
OTTMUST00000067930.4;pct;13;8;18;8;18;14;23;36;39;71;60;9;14;10;8;3;7;4;8;7;6;3;5;8;6;6;4;4;4;10;238;1648;1565;1410;0.404127257093723;3489
OTTMUST00000016763.1;pct;4;4;22;14;21;15;28;29;36;66;60;5;9;15;13;1;10;2;5;12;0;4;9;3;10;1;3;6;4;7;66;1605;1739;1539;0.430971716605993;3571
OTTMUST00000077411.1;pct;1;5;11;6;12;5;15;16;18;17;25;2;4;1;2;3;0;4;3;3;3;2;2;2;4;4;2;3;2;5;185;1079;1022;894;0.712918660287081;1254
OTTMUST00000016729.2;pct;2;0;4;1;5;2;4;0;6;7;4;2;0;1;1;0;0;0;1;1;0;2;0;1;1;0;0;0;1;1;106;358;402;252;0.701949860724234;359
OTTMUST00000141936.1;pct;16;10;26;27;36;9;31;28;35;71;65;20;11;9;11;4;8;1;20;4;11;11;22;6;7;1;14;10;5;9;618;4386;3796;3768;0.819308545335943;4599
OTTMUST00000056652.1;pct;7;1;5;0;5;1;2;6;2;7;2;3;1;1;0;1;0;0;1;1;1;4;4;0;2;0;1;1;2;0;2;524;572;522;0.769911504424779;678
OTTMUST00000051100.1;pct;37;20;42;18;46;22;44;54;55;111;75;19;12;11;18;7;3;4;19;13;8;10;9;12;13;7;10;12;9;7;252;5316;5219;5064;0.813232696322467;6227
OTTMUST00000037285.2;pct;10;7;23;8;40;11;40;66;55;138;82;15;24;17;9;4;6;1;10;9;7;9;8;8;9;2;6;6;5;7;667;5755;5065;5088;0.796493425172198;6388
OTTMUST00000041127.3;pct;11;47;23;53;23;37;102;80;92;77;104;5;18;7;12;5;13;2;3;2;4;4;3;6;11;7;7;6;3;16;431;4637;4300;4206;0.710593005575266;5919
